word,sent
ginder,"['202', '250', '6191', '2022506191', 'claude', 'ginder', 'wshngtnzn1', 'district', 'of', 'columbia']"
hearing aid,"['highly', 'trained', 'audiologist', 'vs', 'hearing', 'aid', 'hanger', 'would', 'not', 'allow', 'for', 'both']"
hearing aid,"['explaining', 'to', 'an', 'unhappy', 'hearing', 'aid', 'wearer', 'with', 'aids', 'just', '2', 'years', 'old']"
hearing aid,"['hearing', 'aid', '1']"
saala,"['saala', 'khadoos']"
saala,"['saala', 'khadoos']"
hearing aid,"['3', 'hearing', 'aid', 'support']"
spic and span,"['some', 'like', 'to', 'keep', 'a', 'place', 'spic', 'and', 'span', 'while', 'others', 'don', 't', 'mind', 'leaving', 'the', 'dishes', 'for', 'tomorrow', 'which', 'can', 'create', 'tension', 'when', 'one', 'partner', 'is', 'sick', 'of', 'the', 'mess', 'and', 'the', 'other', 'feels', 'like', 'chores', 'are', 'a', 'waste', 'of', 'time']"
devry,"['devry', 'inc', '5']"
tojo,"['culminator', 'replied', 'to', 'tojo', 's', 'topic', 'in', 'watch', 'discussion', 'forum']"
kunta,"['wa', 'kadhalika', 'aw', 'haynaa', 'ilayka', 'roohan', 'min', 'amrinaa', 'maa', 'kunta', 'tadree', 'maa', 'l', 'kitaabu', 'wa', 'la', 'l', 'leemaanu', 'wa']"
hearing aid,"['hearing', 'aid', 'dispensers']"
hearing aid,"['hearing', 'aid', 'dispensers']"
hearing aid,"['hearing', 'aid', 'dispensers']"
hearing aid,"['hearing', 'aid', 'styles']"
hearing aid,"['hearing', 'aid', 'cleaning', 'care', 'products']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'repairs']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['a', 'state', 'by', 'state', 'guide', 'for', 'hearing', 'aid', 'insurance']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['a', 'state', 'by', 'state', 'guide', 'for', 'hearing', 'aid', 'insurance']"
hearing aid,"['analog', 'hearing', 'aid']"
hearing aid,"['bone', 'anchored', 'hearing', 'aid']"
hearing aid,"['buying', 'a', 'hearing', 'aid', 'for', 'a', 'child']"
hearing aid,"['custom', 'hearing', 'aid']"
hearing aid,"['decorate', 'hearing', 'aid']"
hearing aid,"['expensive', 'hearing', 'aid']"
hearing aid,"['finding', 'lost', 'hearing', 'aid']"
hearing aid,"['hearing', 'aid']"
hearing aid,"['hearing', 'aid', 'accessories']"
hearing aid,"['hearing', 'aid', 'adjustments']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'cake']"
hearing aid,"['hearing', 'aid', 'care']"
hearing aid,"['hearing', 'aid', 'care', 'tips']"
hearing aid,"['hearing', 'aid', 'compatibility', 'act']"
hearing aid,"['hearing', 'aid', 'cost']"
hearing aid,"['hearing', 'aid', 'costs']"
hearing aid,"['hearing', 'aid', 'decorations']"
hearing aid,"['hearing', 'aid', 'designs']"
hearing aid,"['hearing', 'aid', 'dryer']"
hearing aid,"['hearing', 'aid', 'emoji']"
hearing aid,"['hearing', 'aid', 'fitting']"
hearing aid,"['hearing', 'aid', 'fitting', 'day']"
hearing aid,"['hearing', 'aid', 'guy']"
hearing aid,"['hearing', 'aid', 'jewelry']"
hearing aid,"['hearing', 'aid', 'microphone']"
hearing aid,"['hearing', 'aid', 'problems']"
hearing aid,"['hearing', 'aid', 'programs']"
hearing aid,"['hearing', 'aid', 'ratings']"
hearing aid,"['hearing', 'aid', 'settings']"
hearing aid,"['hearing', 'aid', 'storage']"
hearing aid,"['hearing', 'aid', 'tattoo']"
hearing aid,"['hearing', 'aid', 'tattoos']"
hearing aid,"['hearing', 'aid', 'tips']"
hearing aid,"['in', 'the', 'ear', 'hearing', 'aid']"
hearing aid,"['in', 'ear', 'hearing', 'aid']"
hearing aid,"['lost', 'hearing', 'aid']"
hearing aid,"['lyric', 'hearing', 'aid']"
hearing aid,"['musical', 'perromance', 'with', 'hearing', 'aid']"
hearing aid,"['naida', 'hearing', 'aid']"
hearing aid,"['new', 'hearing', 'aid']"
hearing aid,"['pediatric', 'hearing', 'aid']"
hearing aid,"['phonak', 'sky', 'vp', 'hearing', 'aid']"
hearing aid,"['rechargable', 'hearing', 'aid']"
hearing aid,"['the', 'hearing', 'aid', 'guy']"
hearing aid,"['virto', 'black', 'hearing', 'aid']"
hearing aid,"['visible', 'hearing', 'aid']"
hearing aid,"['ask', 'anna', 'do', 'i', 'need', 'a', 'hearing', 'aid', '?']"
hearing aid,"['hearing', 'aid', 'wholesaler', 'in', 'india', 'retailers', 'choice', 'for', 'india', 's', 'cheapest', 'hearing', 'aid']"
hearing aid,"['bte', 'hearing', 'aid']"
hearing aid,"['cic', 'hearing', 'aid']"
hearing aid,"['itc', 'hearing', 'aid']"
hearing aid,"['ite', 'hearing', 'aid']"
hearing aid,"['iic', 'hearing', 'aid']"
hearing aid,"['ric', 'hearing', 'aid']"
hearing aid,"['hearing', 'aid', 'components']"
hearing aid,"['category', 'hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'batteries', 'from', 'power', 'one', 'come', 'from', 'a', 'long', 'tradition', 'made', 'in', 'germany', 'they', 'are', 'among', 'the', 'world', 's', 'top', 'selling', 'batteries']"
hearing aid,"['bte', 'hearing', 'aid', '173']"
hearing aid,"['cic', 'hearing', 'aid', '82']"
hearing aid,"['hearing', 'aid', '4']"
hearing aid,"['hearing', 'aid', 'batteries', '4']"
hearing aid,"['hearing', 'aid', 'components', '12']"
hearing aid,"['iic', 'hearing', 'aid', '17']"
hearing aid,"['itc', 'hearing', 'aid', '56']"
hearing aid,"['ite', 'hearing', 'aid', '7']"
hearing aid,"['rie', '/', 'ric', 'hearing', 'aid', '136']"
hearing aid,"['nik', 'agencies', 'is', 'a', 'well', 'renowned', 'company', 'amongst', 'retailers', 'and', 'wholesalers', 'in', 'the', 'hearing', 'aid', 'industry']"
hearing aid,"['most', 'of', 'our', 'products', 'are', 'available', 'in', 'hearing', 'aid', 'centres', 'in', 'chennai', 'hyderabad', 'bangalore', 'cochin', 'coimbatore', 'and', 'many', 'more']"
hearing aid,"['hearing', 'aid', 'batteries']"
hearing aid,"['hearing', 'aid', 'components']"
hearing aid,"['aa', 'hearing', 'aid', 'center', 'hearing', 'aids', 'bridgeport', 'ct', '06606']"
hearing aid,"['welcome', 'to', 'aa', 'hearing', 'aid', 'center']"
hearing aid,"['moisture', 'can', 'destroy', 'the', 'microphone', 'and', 'the', 'receiver', 'of', 'the', 'hearing', 'aid', 'clog', 'the', 'sound', 'opening', 'or', 'earmold', 'tubing', 'and', 'cause', 'corrosion', 'in', 'the', 'aid']"
hearing aid,"['moisture', 'in', 'the', 'hearing', 'aid', 'can', 'cause', 'a', 'static', 'sound', 'or', 'can', 'cause', 'the', 'hearing', 'aid', 'to', 'operate', 'intermittently', 'or', 'not', 'at', 'all']"
hearing aid,"['2020', 'aa', 'hearing', 'aid', 'center', 'inbound', 'marketing', 'by', 'obelis', 'media']"
devry,"['devry', 'is', 'a', 'top', '5', 'undergrad', 'school', '?']"
bootlip,"['liked', 'on', 'pinterest', 'bootlip']"
hearing aid,"['batteries', 'hearing', 'aid', 'medical', 'watch', 'batteries', 'mp3', 'players', 'portable', 'dvd', 'cd', 'players']"
tojo,"['negotiations', 'with', 'the', 'moderate', 'japanese', 'prime', 'minister', 'konoye', 'continued', 'through', 'the', 'summer', 'but', 'neither', 'side', 'would', 'back', 'down', 'and', 'in', 'october', '1941', 'konoye', 'was', 'replaced', 'by', 'general', 'hideki', 'tojo', 'who', 'represented', 'the', 'aggressive', 'stance', 'of', 'the', 'armed', 'forces']"
yocum,"['yocum', 'george', 'd']"
yocum,"['2', 'apply', 'yocum', 'george', 'd']"
hearing aid,"['hearing', 'aid', 'center']"
hearing aid,"['your', 'aunt', 'isn', 't', 'wearing', 'her', 'hearing', 'aid', 'frank', 'said', 'by', 'way', 'of', 'introduction']"
hearing aid,"['and', 'put', 'in', 'your', 'freaking', 'hearing', 'aid', 'would', 'you']"
kunta,"['john', 'kenny', 'john', 'kobal', 'john', 'krasinski', 'john', 'lee', 'jooker', 'john', 'lennon', 'john', 'mayer', 'john', 'paschal', 'john', 'paul', 'jones', 'john', 'phillips', 'john', 'pruitt', 'john', 'rawlings', 'john', 'singleton', 'john', 'stamos', 'john', 'taylor', 'john', 'travolta', 'john', 'walker', 'john', 'waters', 'john', 'wayne', 'johnnie', 'ray', 'johnny', 'hodges', 'johnny', 'carson', 'johnny', 'cash', 'johnny', 'depp', 'johnny', 'hallyday', 'johnny', 'hyde', 'johnny', 'otis', 'johnny', 'rotten', 'johnson', 'brothers', 'joint', 'jojo', 'jojo', 'levesque', 'joke', 'joker', 'joker', 'movie', 'jolijn', 'snijders', 'jolly', 'jon', 'elroy', 'sanford', 'jon', 'sanford', 'jon', 'snow', 'jon', 'voight', 'jonas', 'jonas', 'akerlund', 'jonas', 'brothers', 'jonathan', 'bellini', 'jonathan', 'bennett', 'jonathan', 'exley', 'jonathan', 'knight', 'jonathan', 'moffett', 'jonathan', 'rhys', 'meyers', 'jonben', 't', 'patricia', 'ramsey', 'jonbenet', 'ramsey', 'joni', 'mitchell', 'joni', 'sledge', 'joplin', 'jordan', 'knight', 'jordans', 'jorge', 'anaya', 'jorge', 'julio', 'l', 'pez', 'jose', 'bolanos', 'jose', 'gutierrez', 'jose', 'xtravaganza', 'joseph', 'jackson', 'joseph', 'kahn', 'joseph', 'klipple', 'joseph', 'louis', 'barrow', 'joseph', 'rodriguez', 'joseph', 'simmons', 'josephine', 'bake', 'josephine', 'baker', 'josephine', 'skriver', 'josh', 'duhamel', 'josh', 'hartnett', 'joshua', 'jordan', 'joshua', 'sorrentino', 'joshua', 'tree', 'jounrey', 'to', 'fear', 'jourdan', 'dunn', 'jourdana', 'phillips', 'journalism', 'journalist', 'journey', 'into', 'fear', 'joy', 'joy', 'bryant', 'joyce', 'bryant', 'jt', 'juan', 'guzman', 'juan', 'ignacio', 'faratro', 'juan', 'o', 'gorman', 'jubilee', 'jude', 'law', 'judge', 'michael', 'overstreet', 'judgement', 'at', 'nuremberg', 'judith', 'jamison', 'judy', 'garland', 'judy', 'lewis', 'judy', 'pace', 'judy', 'tyler', 'judy', 'wong', 'juergen', 'teller', 'juice', 'juicy', 'couture', 'juicy', 'tracksuit', 'jul', 'julia', 'michaels', 'julia', 'ratner', 'julia', 'roberts', 'julian', 'broad', 'julian', 'lennon', 'julianne', 'moore', 'julie', 'andrews', 'julie', 'budd', 'julie', 'cooper', 'julie', 'hagerty', 'julio', 'donoso', 'julius', 'erving', 'july', '4th', 'jump', 'jumper', 'jumpers', 'jumping', 'juniqe', 'junkfood', 'juno', 'calypso', 'jurassic', 'world', 'just', 'a', 'girl', 'just', 'a', 'lil', 'bit', 'just', 'bc', 'im', 'a', 'dork', 'like', 'that', 'just', 'kids', 'just', 'my', 'luck', 'just', 'one', 'example', 'just', 'retire', 'already', 'honestly', 'just', 'tagging', 'for', 'the', 'future', 'sorry', 'justice', 'justicia', 'justicia', 'social', 'justified', 'justify', 'my', 'love', 'justin', 'justin', 'bieber', 'justin', 'de', 'villeneuve', 'justin', 'thyme', 'justin', 'timberlake', 'jwan', 'yosef', 'k', 'dot', 'k', 'ci', 'k', 'ci', 'and', 'jojo', 'kaaris', 'kadi', 'touray', 'kahala', 'hotel', 'kaia', 'gerber', 'kalash', 'criminel', 'kaleb', 'wilson', 'kali', 'uchis', 'kame', 'sennin', 'kamehouse', 'kangol', 'hat', 'kansas', 'kanye', 'kanye', 'west', 'kanyewest', 'kara', 'young', 'kardashian', 'karen', 'alexander', 'karen', 'carpenter', 'karen', 'collins', 'karen', 'dotrice', 'karen', 'elson', 'karen', 'morley', 'karen', 'mulder', 'karen', 'radkai', 'karen', 'schro', 'der', 'thailan', 'reginatto', 'karen', 'smith', 'karen', 'umphrey', 'karis', 'jagger', 'karl', 'karni', 'karl', 'lagerfeld', 'karlie', 'kloss', 'karolina', 'kurkova', 'kashio', 'aoki', 'kat', 'graham', 'kate', 'bush', 'kate', 'garner', 'kate', 'jackson', 'kate', 'moennig', 'kate', 'moss', 'kate', 'simon', 'kate', 'turning', 'kate', 'winslet', 'katherine', 'anderson', 'katherine', 'dunham', 'katherine', 'jackson', 'katherine', 'pastrie', 'kathey', 'hilton', 'kathleen', 'cleaver', 'kathy', 'hilton', 'kathy', 'silva', 'kathy', 'silve', 'kathy', 'sledge', 'katie', 'holmes', 'kato', 'katoucha', 'katoucha', 'niane', 'katy', 'perry', 'katya', 'bybina', 'kawaii', 'kay', 'francis', 'kay', 'wilson', 'kc', 'and', 'the', 'sunshine', 'band', 'kc', 'undercover', 'kdot', 'keanu', 'keanu', 'reeves', 'keely', 'smith', 'keeping', 'up', 'with', 'the', 'kardashians', 'kees', 'tabak', 'kees', 'van', 'dongen', 'kehlani', 'keith', 'haring', 'keith', 'jagger', 'keith', 'mallos', 'keith', 'moon', 'keith', 'powers', 'keith', 'richards', 'kelis', 'kells', 'kelly', 'bishop', 'kelly', 'clarkson', 'kelly', 'curtis', 'kelly', 'klein', 'kelly', 'osbourne', 'kelly', 'rowan', 'kelly', 'rowland', 'kelly', 'slater', 'kelly', 'swift', 'kellz', 'ken', 'hensley', 'ken', 'regan', 'kendall', 'jenner', 'kendrick', 'kendrick', 'lamar', 'kendricklamar', 'kenji', 'wakasugi', 'kennedy', 'kenneth', 'anger', 'kenneth', 'barzilai', 'kenneth', 'willardt', 'kenny', 'loggins', 'kenny', 'rogers', 'kentucky', 'kenwood', 'kenya', 'kenzo', 'keren', 'woodward', 'keri', 'kermit', 'kermit', 'bloomgarden', 'kerry', 'washington', 'kesha', 'keurig', 'kevin', 'costner', 'kevin', 'cross', 'kevin', 'cummins', 'kevin', 'federline', 'kevin', 'hart', 'kevin', 'jonas', 'kevin', 'malone', 'kevin', 'mazur', 'kevin', 'mccarthy', 'kevin', 'richardson', 'kevin', 'rooney', 'kevin', 'spacey', 'kevin', 'tachman', 'kfc', 'khadija', 'adams', 'khalid', 'khalil', 'kain', 'khalilah', 'ali', 'khelani', 'khloe', 'khloe', 'kardashian', 'kickstarter', 'kid', 'kid', 'actor', 'kid', 'cudi', 'kidada', 'kidada', 'jones', 'kids', 'kieran', 'culkin', 'kiilu', 'nyasha', 'killer', 'mike', 'killing', 'eve', 'kim', 'kim', 'basinger', 'kim', 'cattrall', 'kim', 'fields', 'kim', 'k', 'kim', 'kardashian', 'kim', 'kardashian', 'west', 'kim', 'knott', 'kim', 'sledge', 'kim', 'stewart', 'kim', 'weston', 'kimberly', 'stewart', 'kimengumi', 'kimye', 'king', 'king', 'curtis', 'king', 'edward', 'vii', 'king', 'george', 'king', 'kunta', 'king', 'kylie', 'king', 'of', 'hollywood', 'king', 'of', 'po', 'king', 'of', 'pop', 'king', 'of', 'punk', 'funk', 'king', 'of', 'r', 'b', 'king', 'og', 'pop', 'king', 's', 'road', 'kings', 'of', 'rhtyhm', 'kings', 'of', 'rhythm', 'kingston', 'kingston', 'trio', 'kirk', 'weddie', 'kirkstone', 'pass', 'kirsten', 'dunst', 'kirsten', 'owen', 'kiss', 'kiss', 'land', 'kiss', 'me', 'kissing', 'to', 'be', 'clever', 'kit', 'butler', 'kitchen', 'kith', 'x', 'versace', 'kito', 'mu', 'oz', 'kitt', 'mcdonald', 'kitt', 'shapiro', 'kitten', 'kittens', 'kj', 'apa', 'kk', 'kkk', 'kkw', 'klaus', 'nomi', 'klimt', 'klute', 'knife', 'knight', 'knight', 'errant', 'knight', 'errant', 'story', 'knocked', 'out', 'know', 'what', 'i', 'mean', 'knowledge', 'knut', 'bryn', 'koala', 'kobe', 'bryant', 'kobes', 'last', 'game', 'koh', 'hasebe', 'kon', 'hasebe', 'kool', 'the', 'gang', 'kool', 'and', 'the', 'gang', 'kool', 'shen', 'korea', 'korra', 'kourken', 'pakchanian', 'kourtney', 'kardashian', 'kraft', 'music', 'hall', 'krindjabo', 'kris', 'jenner', 'kris', 'kristofferson', 'krissy', 'krist', 'novoselic', 'kristen', 'bell', 'kristen', 'mcmenamy', 'kristen', 'ritter', 'kristen', 'stewart', 'kristen', 'wiig', 'kristin', 'cavallari', 'kristin', 'davis', 'kristina', 'grikaite', 'kristoff', 'st']"
